"Azucar" "means" "std"
"Glucosa" 95.4178713173943 7.06642635977399
"Galactosa" 117.813544464597 6.98868475102293
"Glucosa" 86.4506654701291 11.7096888711877
"Galactosa" 118.41402124245 8.98479114528444
"Glucosa" 128.892552012397 24.1778366356762
"Galactosa" 161.091503030189 27.9782037693205
"Glucosa" 123.184832463919 10.3193204064254
"Galactosa" 133.277039168586 14.5496764266292
