1.000	0.319	1.205	1.082	0.870
2.000	0.319	1.205	1.082	0.871
3.000	0.323	1.205	1.082	0.870
4.000	0.329	1.203	1.082	0.869
5.000	0.327	1.205	1.082	0.869
6.000	0.335	1.206	1.082	0.870
7.000	0.329	1.207	1.082	0.871
8.000	0.330	1.206	1.084	0.870
9.000	0.337	1.205	1.082	0.870
10.000	0.338	1.206	1.084	0.869
11.000	0.336	1.205	1.082	0.869
12.000	0.336	1.206	1.082	0.871
13.000	0.340	1.205	1.082	0.870
14.000	0.348	1.206	1.082	0.869
15.000	0.349	1.205	1.082	0.870
16.000	0.344	1.204	1.082	0.870
17.000	0.347	1.206	1.084	0.869
18.000	0.351	1.206	1.082	0.870
19.000	0.361	1.196	1.074	0.869
20.000	0.355	1.196	1.075	0.874
21.000	0.360	1.194	1.082	0.884
22.000	0.357	1.194	1.081	0.885
23.000	0.357	1.196	1.081	0.883
24.000	0.364	1.195	1.082	0.884
25.000	0.358	1.196	1.082	0.880
26.000	0.367	1.195	1.081	0.880
27.000	0.367	1.193	1.081	0.878
28.000	0.368	1.195	1.081	0.878
29.000	0.368	1.195	1.082	0.878
30.000	0.366	1.195	1.080	0.879
31.000	0.369	1.195	1.082	0.877
32.000	0.375	1.196	1.082	0.877
33.000	0.377	1.195	1.082	0.879
34.000	0.377	1.196	1.082	0.879
35.000	0.376	1.195	1.082	0.880
36.000	0.378	1.196	1.082	0.880
37.000	0.378	1.194	1.081	0.879
38.000	0.380	1.195	1.082	0.880
39.000	0.383	1.194	1.082	0.878
40.000	0.383	1.195	1.082	0.879
41.000	0.380	1.196	1.082	0.878
42.000	0.384	1.196	1.082	0.877
43.000	0.384	1.196	1.082	0.878
44.000	0.386	1.196	1.082	0.878
45.000	0.387	1.196	1.082	0.879
46.000	0.390	1.195	1.082	0.879
47.000	0.389	1.196	1.081	0.878
48.000	0.398	1.195	1.082	0.879
49.000	0.321	1.196	1.082	0.879
50.000	0.323	1.194	1.082	0.878
51.000	0.327	1.196	1.082	0.878
52.000	0.328	1.196	1.082	0.879
53.000	0.326	1.196	1.082	0.878
54.000	0.329	1.195	1.082	0.879
55.000	0.331	1.196	1.082	0.879
56.000	0.331	1.196	1.082	0.879
57.000	0.333	1.196	1.082	0.879
58.000	0.335	1.196	1.082	0.879
59.000	0.330	1.196	1.082	0.878
60.000	0.333	1.196	1.081	0.879
61.000	0.333	1.196	1.082	0.878
62.000	0.336	1.196	1.082	0.879
63.000	0.334	1.196	1.082	0.877
64.000	0.338	1.197	1.082	0.879
65.000	0.337	1.196	1.082	0.878
66.000	0.339	1.196	1.082	0.879
67.000	0.340	1.196	1.082	0.878
68.000	0.340	1.196	1.082	0.878
69.000	0.345	1.196	1.082	0.879
70.000	0.346	1.196	1.082	0.879
71.000	0.345	1.196	1.082	0.880
72.000	0.351	1.196	1.082	0.879
73.000	0.345	1.197	1.082	0.879
74.000	0.350	1.196	1.082	0.879
75.000	0.342	1.196	1.082	0.879
76.000	0.353	1.196	1.082	0.878
77.000	0.351	1.196	1.082	0.879
78.000	0.356	1.196	1.082	0.879
79.000	0.355	1.196	1.082	0.879
80.000	0.354	1.196	1.082	0.877
81.000	0.352	1.196	1.082	0.878
82.000	0.359	1.196	1.082	0.876
83.000	0.358	1.195	1.082	0.879
84.000	0.361	1.196	1.082	0.879
85.000	0.360	1.196	1.082	0.879
86.000	0.362	1.196	1.082	0.879
87.000	0.363	1.197	1.082	0.880
88.000	0.367	1.196	1.082	0.881
89.000	0.370	1.197	1.084	0.879
90.000	0.374	1.196	1.082	0.879
91.000	0.370	1.196	1.082	0.878
92.000	0.376	1.196	1.082	0.879
93.000	0.370	1.196	1.082	0.879
94.000	0.375	1.197	1.082	0.879
95.000	0.379	1.196	1.082	0.879
96.000	0.376	1.197	1.082	0.879
97.000	0.380	1.196	1.082	0.879
98.000	0.379	1.196	1.082	0.879
99.000	0.381	1.197	1.082	0.878
100.000	0.380	1.197	1.082	0.879
101.000	0.383	1.196	1.082	0.877
102.000	0.383	1.197	1.082	0.879
103.000	0.382	1.196	1.082	0.879
104.000	0.387	1.196	1.082	0.879
105.000	0.389	1.198	1.082	0.880
106.000	0.390	1.197	1.082	0.878
107.000	0.327	1.197	1.082	0.878
108.000	0.338	1.198	1.084	0.879
109.000	0.345	1.198	1.082	0.879
110.000	0.345	1.197	1.082	0.879
111.000	0.352	1.197	1.082	0.879
112.000	0.357	1.196	1.082	0.879
113.000	0.355	1.196	1.082	0.879
114.000	0.353	1.199	1.082	0.879
115.000	0.363	1.197	1.082	0.880
116.000	0.362	1.198	1.084	0.879
117.000	0.362	1.196	1.082	0.878
118.000	0.364	1.196	1.082	0.879
119.000	0.370	1.196	1.082	0.879
120.000	0.372	1.198	1.082	0.878
121.000	0.370	1.196	1.082	0.879
122.000	0.367	1.199	1.084	0.880
123.000	0.370	1.197	1.082	0.879
124.000	0.384	1.197	1.082	0.879
125.000	0.379	1.197	1.082	0.879
126.000	0.382	1.196	1.082	0.879
127.000	0.379	1.199	1.082	0.879
128.000	0.381	1.196	1.082	0.879
129.000	0.320	1.196	1.082	0.878
130.000	0.319	1.201	1.082	0.879
131.000	0.321	1.198	1.082	0.879
132.000	0.335	1.197	1.084	0.879
133.000	0.335	1.199	1.082	0.878
134.000	0.338	1.197	1.082	0.879
135.000	0.340	1.197	1.084	0.879
136.000	0.345	1.199	1.082	0.879
137.000	0.349	1.196	1.082	0.879
138.000	0.351	1.200	1.082	0.879
139.000	0.353	1.197	1.082	0.879
140.000	0.355	1.198	1.084	0.879
141.000	0.359	1.203	1.082	0.880
142.000	0.359	1.201	1.084	0.879
143.000	0.360	1.196	1.082	0.879
144.000	0.359	1.197	1.082	0.879
145.000	0.363	1.197	1.082	0.879
146.000	0.371	1.201	1.082	0.880
