1.000	0.313	1.211	1.032	0.840
2.000	0.313	1.204	1.028	0.841
3.000	0.317	1.202	1.031	0.844
4.000	0.313	1.206	1.032	0.842
5.000	0.320	1.200	1.028	0.842
6.000	0.314	1.189	1.030	0.845
7.000	0.312	1.192	1.030	0.847
8.000	0.319	1.188	1.027	0.846
9.000	0.318	1.194	1.031	0.849
10.000	0.322	1.194	1.031	0.846
11.000	0.320	1.188	1.027	0.847
12.000	0.325	1.189	1.026	0.846
13.000	0.322	1.192	1.030	0.847
14.000	0.324	1.189	1.028	0.848
15.000	0.322	1.188	1.030	0.848
16.000	0.321	1.188	1.026	0.846
17.000	0.325	1.191	1.025	0.845
18.000	0.326	1.194	1.026	0.844
19.000	0.328	1.193	1.027	0.846
20.000	0.326	1.195	1.026	0.850
21.000	0.326	1.189	1.024	0.859
22.000	0.331	1.197	1.028	0.863
23.000	0.328	1.194	1.023	0.858
24.000	0.333	1.195	1.027	0.863
25.000	0.329	1.192	1.025	0.862
26.000	0.333	1.193	1.021	0.860
27.000	0.333	1.195	1.028	0.862
28.000	0.334	1.193	1.027	0.863
29.000	0.331	1.192	1.024	0.861
30.000	0.332	1.193	1.024	0.860
31.000	0.335	1.194	1.025	0.862
32.000	0.336	1.195	1.026	0.862
33.000	0.335	1.194	1.025	0.859
34.000	0.340	1.196	1.024	0.860
35.000	0.338	1.194	1.021	0.860
36.000	0.338	1.183	1.020	0.858
37.000	0.338	1.183	1.021	0.854
38.000	0.339	1.198	1.024	0.863
39.000	0.339	1.197	1.022	0.857
40.000	0.340	1.190	1.023	0.858
41.000	0.341	1.180	1.021	0.859
42.000	0.344	1.190	1.025	0.861
43.000	0.342	1.184	1.024	0.860
44.000	0.344	1.177	1.021	0.856
45.000	0.339	1.172	1.016	0.855
46.000	0.347	1.200	1.019	0.856
47.000	0.348	1.174	1.022	0.855
48.000	0.348	1.198	1.023	0.856
49.000	0.348	1.199	1.020	0.857
50.000	0.348	1.198	1.023	0.860
51.000	0.352	1.198	1.022	0.862
52.000	0.352	1.198	1.022	0.860
53.000	0.353	1.199	1.025	0.859
54.000	0.357	1.186	1.024	0.858
55.000	0.351	1.190	1.018	0.856
56.000	0.354	1.180	1.019	0.853
57.000	0.356	1.194	1.022	0.858
58.000	0.355	1.195	1.022	0.858
59.000	0.359	1.185	1.016	0.852
60.000	0.357	1.185	1.021	0.856
61.000	0.365	1.184	1.020	0.853
62.000	0.359	1.171	1.014	0.849
63.000	0.361	1.176	1.019	0.852
64.000	0.358	1.168	1.017	0.852
65.000	0.367	1.173	1.018	0.852
66.000	0.361	1.168	1.015	0.850
67.000	0.366	1.166	1.015	0.848
68.000	0.367	1.172	1.019	0.852
69.000	0.366	1.166	1.014	0.849
70.000	0.364	1.165	1.013	0.850
71.000	0.365	1.169	1.018	0.852
72.000	0.373	1.168	1.014	0.848
73.000	0.374	1.168	1.015	0.849
74.000	0.374	1.169	1.019	0.850
75.000	0.375	1.169	1.018	0.853
76.000	0.375	1.165	1.013	0.849
77.000	0.377	1.169	1.014	0.850
78.000	0.378	1.169	1.018	0.852
79.000	0.379	1.168	1.015	0.849
80.000	0.381	1.166	1.014	0.849
81.000	0.383	1.169	1.017	0.852
82.000	0.381	1.168	1.018	0.849
