1.000	0.126	1.247	1.082	0.853
2.000	0.127	1.247	1.082	0.848
3.000	0.126	1.247	1.081	0.848
4.000	0.127	1.247	1.082	0.845
5.000	0.127	1.248	1.081	0.842
6.000	0.127	1.249	1.082	0.846
7.000	0.128	1.247	1.081	0.848
8.000	0.126	1.247	1.082	0.850
9.000	0.125	1.248	1.082	0.853
10.000	0.128	1.247	1.082	0.852
11.000	0.128	1.247	1.082	0.849
12.000	0.128	1.247	1.082	0.850
13.000	0.126	1.247	1.082	0.852
14.000	0.127	1.247	1.082	0.849
15.000	0.128	1.248	1.082	0.852
16.000	0.126	1.247	1.082	0.850
17.000	0.127	1.247	1.082	0.853
18.000	0.125	1.247	1.082	0.848
19.000	0.127	1.246	1.082	0.849
20.000	0.126	1.247	1.082	0.845
21.000	0.126	1.247	1.082	0.849
22.000	0.126	1.247	1.082	0.849
23.000	0.126	1.247	1.082	0.848
24.000	0.128	1.247	1.082	0.849
25.000	0.128	1.247	1.082	0.848
26.000	0.128	1.247	1.082	0.849
27.000	0.125	1.248	1.082	0.849
28.000	0.128	1.246	1.082	0.852
29.000	0.128	1.247	1.082	0.848
30.000	0.127	1.247	1.081	0.847
31.000	0.126	1.246	1.082	0.852
32.000	0.128	1.248	1.082	0.852
33.000	0.126	1.247	1.082	0.850
34.000	0.127	1.247	1.082	0.847
35.000	0.125	1.248	1.082	0.843
36.000	0.126	1.247	1.082	0.847
37.000	0.128	1.247	1.082	0.842
38.000	0.126	1.247	1.082	0.841
39.000	0.129	1.247	1.082	0.843
40.000	0.127	1.247	1.082	0.847
41.000	0.129	1.247	1.081	0.845
42.000	0.129	1.247	1.081	0.849
43.000	0.129	1.247	1.081	0.843
44.000	0.127	1.247	1.082	0.848
45.000	0.131	1.247	1.081	0.848
46.000	0.128	1.246	1.082	0.841
47.000	0.127	1.246	1.082	0.840
48.000	0.128	1.247	1.081	0.838
49.000	0.127	1.247	1.082	0.840
50.000	0.129	1.242	1.081	0.844
51.000	0.131	1.247	1.080	0.845
52.000	0.128	1.247	1.081	0.845
53.000	0.128	1.247	1.081	0.841
54.000	0.127	1.247	1.081	0.840
55.000	0.128	1.247	1.081	0.844
56.000	0.127	1.245	1.081	0.845
57.000	0.128	1.247	1.082	0.842
58.000	0.126	1.247	1.082	0.846
59.000	0.131	1.247	1.082	0.847
60.000	0.128	1.247	1.082	0.847
61.000	0.128	1.247	1.082	0.846
62.000	0.126	1.247	1.082	0.846
63.000	0.129	1.246	1.082	0.841
64.000	0.126	1.247	1.081	0.838
65.000	0.127	1.245	1.082	0.838
66.000	0.128	1.246	1.082	0.839
67.000	0.127	1.247	1.080	0.844
