"Azucar" "means" "std"
"Glucosa" 115.485286120084 9.33331343977114
"Galactosa" 119.093977286224 11.3454265742102
"Glucosa" 105.622156741631 5.212629761508
"Galactosa" 129.332886394238 28.6280108611823
"Glucosa" 107.116283392675 8.33365370859375
"Galactosa" 123.462277587673 10.4039471343165
"Glucosa" 110.035143163279 4.65342156945482
"Galactosa" 131.562584502848 2.75362266965725
"Glucosa" 111.452264304455 11.8897808508312
