"Azucar" "means" "std"
"Glucosa" 100.074326555511 10.833273319505
"Galactosa" 102.644679577804 NA
"Glucosa" 98.599721776741 12.4702127211477
"Galactosa" 109.699595613371 24.6918536293627
"Glucosa" 127.093925124694 11.5451476363493
"Galactosa" 102.179061685992 5.67777645171827
"Glucosa" 117.310755689662 8.66701398198906
"Galactosa" 122.55989572958 6.74140067804963
